Fecha,Kiteni,PS#1,PS#2,PS#3,PS#4,Mes,Año
2020-03-25,0.0,0.0,0.0,0.0,2.0,3,2020
2020-03-26,1.7,0.0,3.2,0.0,0.0,3,2020
2020-03-27,2.6,1.8,17.0,0.0,0.0,3,2020
2020-03-28,35.0,50.0,59.8,7.3,4.0,3,2020
2020-03-29,23.2,20.8,22.4,0.0,0.0,3,2020
2020-03-30,7.0,3.0,14.4,26.5,16.0,3,2020
2020-03-31,31.2,10.2,22.4,19.5,16.0,3,2020
2020-04-01,0.0,10.2,0.6,10.3,5.0,4,2020
2020-04-02,0.0,0.0,0.0,16.5,10.0,4,2020
2020-04-03,1.0,4.0,1.2,1.5,10.0,4,2020
2020-04-04,0.0,1.2,0.0,1.0,0.0,4,2020
2020-04-05,0.0,3.4,3.2,0.0,0.0,4,2020
2020-04-06,4.0,19.6,6.800000000000001,0.5,0.2,4,2020
2020-04-07,0.0,0.0,0.0,0.0,0.0,4,2020
2020-04-08,8.8,10.8,10.4,12.5,7.0,4,2020
2020-04-09,3.6,0.0,0.0,0.0,0.0,4,2020
2020-04-10,2.0,0.4,1.8,0.0,0.0,4,2020
2020-04-11,2.2,2.8,1.6,2.0,1.0,4,2020
2020-04-12,0.0,0.0,1.8,0.0,0.0,4,2020
2020-04-13,0.0,0.0,0.0,2.2,0.0,4,2020
2020-04-14,0.0,0.8,1.8,0.0,0.0,4,2020
2020-04-15,0.0,3.6,1.6,0.0,0.0,4,2020
2020-04-16,9.2,2.4,2.2,0.0,0.0,4,2020
2020-04-17,4.4,6.0,1.2,6.8,6.0,4,2020
2020-04-18,0.0,0.0,0.0,20.5,10.0,4,2020
2020-04-19,0.0,0.0,0.0,0.0,0.0,4,2020
2020-04-20,0.0,0.0,0.6,2.0,0.0,4,2020
2020-04-21,0.0,0.0,0.0,0.0,0.0,4,2020
2020-04-22,0.0,0.0,0.0,0.0,0.0,4,2020
2020-04-23,5.0,16.6,12.8,2.0,3.0,4,2020
2020-04-24,0.0,0.0,5.2,10.0,8.0,4,2020
2020-04-25,0.0,0.0,0.4,0.0,0.0,4,2020
2020-04-26,40.5,27.2,24.6,0.0,0.0,4,2020
2020-04-27,4.6,0.0,18.4,10.0,6.0,4,2020
2020-04-28,3.6,1.8,3.8,0.0,0.0,4,2020
2020-04-29,3.0,23.8,1.6,0.0,0.0,4,2020
2020-04-30,0.4,47.4,0.2,0.0,0.0,4,2020
2020-05-01,8.8,75.0,13.2,18.0,10.0,5,2020
2020-05-02,6.2,46.8,6.4,4.0,0.0,5,2020
2020-05-03,5.6,0.8,7.8,0.0,0.0,5,2020
2020-05-04,0.8,2.8,3.4,2.0,0.0,5,2020
2020-05-05,0.2,3.4,0.0,0.0,0.0,5,2020
2020-05-06,0.8,0.0,0.0,0.0,0.0,5,2020
2020-05-07,1.6,6.8,2.4,0.0,0.0,5,2020
2020-05-08,0.2,2.2,6.0,2.0,0.0,5,2020
2020-05-09,0.0,0.0,0.0,2.0,0.0,5,2020
2020-05-10,0.0,0.0,0.0,0.0,0.0,5,2020
2020-05-11,0.0,0.0,1.0,0.0,0.0,5,2020
2020-05-12,0.0,0.0,0.0,0.0,0.0,5,2020
2020-05-13,0.0,0.0,0.0,0.0,0.0,5,2020
2020-05-14,0.0,1.2,0.0,0.0,0.0,5,2020
2020-05-15,0.0,5.8,0.8,0.0,0.0,5,2020
2020-05-16,0.0,0.0,0.0,0.0,0.0,5,2020
2020-05-17,0.0,0.0,1.0,0.0,0.0,5,2020
2020-05-18,0.0,0.0,0.0,0.0,0.0,5,2020
2020-05-19,10.4,0.0,1.0,0.0,0.0,5,2020
2020-05-20,0.8,0.0,1.8,0.0,0.0,5,2020
2020-05-21,0.2,1.2,2.8,0.0,0.0,5,2020
2020-05-22,0.8,0.0,1.0,0.0,0.0,5,2020
2020-05-23,0.4,0.0,3.8,0.0,0.0,5,2020
2020-05-24,5.8,3.2,8.0,0.0,0.0,5,2020
2020-05-25,0.0,0.0,1.4,0.0,0.0,5,2020
2020-05-26,0.0,0.0,0.0,0.0,0.0,5,2020
2020-05-27,0.0,0.0,0.0,0.0,0.0,5,2020
2020-05-28,0.0,0.0,0.0,0.0,0.0,5,2020
2020-05-29,0.0,0.0,0.0,0.0,0.0,5,2020
2020-05-30,0.0,0.0,0.0,0.0,0.0,5,2020
2020-05-31,0.0,0.0,0.0,0.0,0.0,5,2020
2020-06-01,0.0,0.0,0.0,0.0,0.0,6,2020
2020-06-02,0.0,0.0,0.0,0.0,0.0,6,2020
2020-06-03,0.0,73.8,0.0,0.0,0.0,6,2020
2020-06-04,1.0,15.8,6.2,0.0,0.0,6,2020
2020-06-05,6.4,12.0,21.4,16.0,4.0,6,2020
2020-06-06,18.2,2.8,15.0,45.0,38.0,6,2020
2020-06-07,0.0,10.4,3.6,0.0,0.0,6,2020
2020-06-08,0.0,0.0,0.0,0.0,0.0,6,2020
2020-06-09,0.0,0.0,1.0,0.0,0.0,6,2020
2020-06-10,0.8,0.0,2.0,0.0,0.0,6,2020
2020-06-11,0.0,6.6,3.0,0.0,0.0,6,2020
2020-06-12,0.2,0.0,3.0,0.0,0.0,6,2020
2020-06-13,0.0,1.6,0.0,0.0,0.0,6,2020
2020-06-14,2.6,0.0,0.0,20.0,20.0,6,2020
2020-06-15,0.0,20.8,5.6000000000000005,10.5,8.0,6,2020
2020-06-16,0.0,0.0,0.0,0.0,0.0,6,2020
2020-06-17,0.0,6.8,0.0,0.0,0.0,6,2020
2020-06-18,0.0,18.8,0.0,0.0,0.0,6,2020
2020-06-19,0.0,0.0,0.0,0.0,0.0,6,2020
2020-06-20,0.0,0.0,2.4,0.0,0.0,6,2020
2020-06-21,0.0,0.0,32.8,0.0,0.0,6,2020
2020-06-22,0.0,116.0,7.2,0.0,0.0,6,2020
2020-06-23,1.8,4.5,0.0,4.5,2.0,6,2020
2020-06-24,0.0,4.0,0.0,0.0,0.0,6,2020
2020-06-25,0.0,0.0,0.4,0.0,0.0,6,2020
2020-06-26,0.2,0.0,0.2,0.0,0.0,6,2020
2020-06-27,0.0,7.5,0.2,0.0,0.0,6,2020
2020-06-28,0.0,1.0,0.0,0.0,0.0,6,2020
2020-06-29,0.0,6.0,0.0,0.0,0.0,6,2020
2020-06-30,0.0,0.0,0.2,0.0,0.0,6,2020
2020-07-01,0.0,0.0,0.0,0.0,0.0,7,2020
2020-07-02,0.0,0.0,0.4,0.0,0.0,7,2020
2020-07-03,0.0,23.0,0.2,0.0,0.0,7,2020
2020-07-04,0.2,1.0,0.4,0.0,0.0,7,2020
2020-07-05,0.0,0.0,0.2,0.0,0.0,7,2020
2020-07-06,0.0,0.0,0.2,0.0,0.0,7,2020
2020-07-07,0.2,34.0,11.4,0.0,0.0,7,2020
2020-07-08,0.0,4.0,0.4,0.0,0.0,7,2020
2020-07-09,0.0,1.0,1.4,0.0,0.0,7,2020
2020-07-10,0.2,74.0,3.4000000000000004,17.2,8.0,7,2020
2020-07-11,0.0,0.5,0.2,0.0,0.0,7,2020
2020-07-12,0.0,0.0,0.2,0.0,0.0,7,2020
2020-07-13,0.0,0.0,0.0,0.0,0.0,7,2020
2020-07-14,0.0,0.0,0.2,0.0,0.0,7,2020
2020-07-15,0.0,4.0,0.0,0.0,0.0,7,2020
2020-07-16,1.8,1.0,0.2,0.0,0.0,7,2020
2020-07-17,2.0,1.0,0.0,0.0,0.0,7,2020
2020-07-18,0.0,0.0,0.0,0.0,0.0,7,2020
2020-07-19,0.0,0.0,0.0,0.0,0.0,7,2020
2020-07-20,0.0,0.0,0.0,0.0,0.0,7,2020
2020-07-21,0.0,0.0,0.0,0.0,0.0,7,2020
2020-07-22,0.0,0.0,0.0,0.0,0.0,7,2020
2020-07-23,0.0,49.0,0.0,0.0,0.0,7,2020
2020-07-24,0.0,41.0,4.3,0.0,0.0,7,2020
2020-07-25,0.0,8.0,0.0,0.0,0.0,7,2020
2020-07-26,4.0,2.0,38.1,0.0,0.0,7,2020
2020-07-27,0.0,0.0,0.0,0.0,0.0,7,2020
2020-07-28,0.0,1.5,0.0,0.0,0.0,7,2020
2020-07-29,0.0,0.0,0.0,0.0,0.0,7,2020
2020-07-30,4.5,32.5,0.4,0.0,0.0,7,2020
2020-07-31,3.0,0.0,2.1,0.0,0.0,7,2020
2020-08-01,0.0,0.0,0.0,0.0,0.0,8,2020
2020-08-02,0.0,0.0,0.0,0.0,0.0,8,2020
2020-08-03,0.0,0.0,0.0,0.0,0.0,8,2020
2020-08-04,0.0,0.0,0.0,0.0,0.0,8,2020
2020-08-05,0.0,0.0,0.0,0.0,0.0,8,2020
2020-08-06,0.0,0.0,0.0,0.0,0.0,8,2020
2020-08-07,0.0,0.0,0.0,0.0,0.0,8,2020
2020-08-08,0.0,0.0,0.0,0.0,0.0,8,2020
2020-08-09,0.0,0.0,0.0,0.0,0.0,8,2020
2020-08-10,0.0,0.0,0.0,0.0,0.0,8,2020
2020-08-11,0.0,0.0,0.0,0.0,0.0,8,2020
2020-08-12,15.3,0.0,5.2,0.0,0.0,8,2020
2020-08-13,0.0,0.0,15.4,0.4,0.0,8,2020
2020-08-14,12.2,5.5,0.4,0.4,0.0,8,2020
2020-08-15,0.5,0.0,39.4,0.0,0.0,8,2020
2020-08-16,0.0,2.1,0.0,0.0,0.0,8,2020
2020-08-17,0.0,2.2,6.0,0.0,0.0,8,2020
2020-08-18,0.0,0.0,0.0,0.0,0.0,8,2020
2020-08-19,1.5,4.800000000000001,35.0,0.0,0.0,8,2020
2020-08-20,0.0,2.7,0.0,0.0,0.0,8,2020
2020-08-21,2.2,1.0,0.0,1.0,0.0,8,2020
2020-08-22,0.3,1.2,4.1,16.6,0.0,8,2020
2020-08-23,0.0,0.0,0.0,0.0,0.0,8,2020
2020-08-24,0.0,0.4,0.0,0.0,0.0,8,2020
2020-08-25,0.0,0.0,0.0,0.0,0.0,8,2020
2020-08-26,0.0,0.0,0.0,0.0,0.0,8,2020
2020-08-27,0.0,0.0,0.0,0.0,0.0,8,2020
2020-08-28,0.0,0.0,0.0,0.0,0.0,8,2020
2020-08-29,0.0,0.0,0.0,0.0,0.0,8,2020
2020-08-30,0.0,0.0,0.0,0.0,0.0,8,2020
2020-08-31,0.0,0.0,0.0,7.0,4.0,8,2020
2020-09-01,0.0,0.0,0.0,3.0,0.0,9,2020
2020-09-02,0.0,0.0,0.0,4.0,3.0,9,2020
2020-09-03,0.0,0.0,0.0,0.0,0.0,9,2020
2020-09-04,0.0,0.2,0.0,0.0,0.0,9,2020
2020-09-05,2.0,0.0,0.0,0.0,0.0,9,2020
2020-09-06,0.0,0.0,0.0,0.0,0.0,9,2020
2020-09-07,0.0,24.6,0.0,0.0,0.0,9,2020
2020-09-08,0.0,1.2,2.0,3.0,0.0,9,2020
2020-09-09,0.0,1.4,0.0,0.0,0.0,9,2020
2020-09-10,0.0,0.0,0.0,0.0,0.0,9,2020
2020-09-11,0.0,0.0,0.0,0.0,0.0,9,2020
2020-09-12,0.0,0.0,0.0,0.0,0.0,9,2020
2020-09-13,0.0,0.0,0.0,0.0,0.0,9,2020
2020-09-14,0.0,0.0,0.0,0.0,0.0,9,2020
2020-09-15,2.8,43.6,22.4,4.0,0.0,9,2020
2020-09-16,0.0,4.4,1.0,2.5,2.2,9,2020
2020-09-17,0.0,0.0,0.0,0.0,0.0,9,2020
2020-09-18,0.0,0.0,0.0,0.0,0.0,9,2020
2020-09-19,0.0,44.8,0.0,4.8,1.3,9,2020
2020-09-20,4.0,0.0,0.0,2.0,1.5,9,2020
2020-09-21,0.0,2.4,7.2,10.0,2.0,9,2020
2020-09-22,5.2,1.4,12.0,0.0,0.0,9,2020
2020-09-23,3.6,2.8,3.0,24.3,2.8,9,2020
2020-09-24,3.4000000000000004,1.7999999999999998,4.0,13.8,8.0,9,2020
2020-09-25,0.2,0.0,0.0,0.0,0.0,9,2020
2020-09-26,0.0,0.0,0.0,0.5,0.2,9,2020
2020-09-27,0.0,0.0,0.0,0.0,0.0,9,2020
2020-09-28,0.8,11.2,60.0,0.3,0.3,9,2020
2020-09-29,0.0,22.0,0.0,2.6,2.0,9,2020
2020-09-30,0.0,0.0,0.0,4.0,1.9,9,2020
2020-10-01,0.0,0.6,0.0,9.9,5.0,10,2020
2020-10-02,0.0,0.0,0.0,1.0,3.0,10,2020
2020-10-03,1.4,0.0,0.0,0.3,0.3,10,2020
2020-10-04,25.4,10.8,18.0,21.0,4.0,10,2020
2020-10-05,1.4,0.2,0.0,11.1,13.2,10,2020
2020-10-06,0.0,0.0,0.0,1.0,0.0,10,2020
2020-10-07,5.4,0.2,2.0,8.3,0.2,10,2020
2020-10-08,0.2,0.0,0.0,1.9,1.2,10,2020
2020-10-09,6.0,14.8,0.0,0.0,0.0,10,2020
2020-10-10,0.0,0.0,0.0,0.0,0.0,10,2020
2020-10-11,0.0,0.0,0.0,0.0,0.0,10,2020
2020-10-12,0.0,0.0,0.0,0.8,0.4,10,2020
2020-10-13,0.0,0.0,0.0,24.5,4.0,10,2020
2020-10-14,0.0,0.0,11.2,10.0,2.0,10,2020
2020-10-15,14.4,3.2,26.0,9.2,4.0,10,2020
2020-10-16,1.6,0.0,1.0,7.3,10.5,10,2020
2020-10-17,4.4,0.0,18.1,1.8,1.1,10,2020
2020-10-18,0.0,0.0,5.2,0.0,0.0,10,2020
2020-10-19,0.4,3.4,18.1,0.0,0.0,10,2020
2020-10-20,0.0,37.2,2.2,0.0,0.0,10,2020
2020-10-21,2.4,6.0,24.0,19.2,7.0,10,2020
2020-10-22,0.2,1.6,0.0,1.3,7.3,10,2020
2020-10-23,1.4,0.0,2.0,0.0,2.0,10,2020
2020-10-24,0.0,0.0,0.0,10.0,2.2,10,2020
2020-10-25,19.8,0.0,16.0,0.0,0.2,10,2020
2020-10-26,1.4,3.4,25.0,0.0,0.2,10,2020
2020-10-27,6.0,78.6,25.3,0.0,0.0,10,2020
2020-10-28,10.0,4.0,0.0,0.0,0.0,10,2020
2020-10-29,0.0,0.0,0.0,0.0,0.0,10,2020
2020-10-30,0.6,21.8,5.2,0.0,0.0,10,2020
2020-10-31,10.0,0.0,16.0,12.3,3.4,10,2020
2020-11-01,0.0,0.0,6.1,0.6,0.1,11,2020
2020-11-02,0.0,0.0,2.0,2.0,1.0,11,2020
2020-11-03,0.0,0.0,0.0,0.0,0.0,11,2020
2020-11-04,0.0,0.0,0.0,0.0,0.0,11,2020
2020-11-05,0.0,0.0,0.0,0.0,0.0,11,2020
2020-11-06,0.0,0.0,0.0,0.0,0.0,11,2020
2020-11-07,0.0,0.0,0.0,0.0,0.0,11,2020
2020-11-08,0.0,0.0,0.0,0.0,0.0,11,2020
2020-11-09,0.0,0.0,0.0,0.0,0.0,11,2020
2020-11-10,0.0,0.0,0.0,1.6,0.0,11,2020
2020-11-11,0.3,9.0,1.0,6.4,2.0,11,2020
2020-11-12,20.2,0.0,0.5,0.0,0.0,11,2020
2020-11-13,6.800000000000001,3.4,12.0,0.0,0.0,11,2020
2020-11-14,7.6,12.4,17.0,0.0,0.0,11,2020
2020-11-15,0.6000000000000001,19.2,3.0,4.6,1.0,11,2020
2020-11-16,1.4,0.0,0.0,0.0,0.0,11,2020
2020-11-17,0.0,2.0,2.0,0.0,0.0,11,2020
2020-11-18,0.0,6.0,0.0,0.0,0.0,11,2020
2020-11-19,0.0,86.4,0.0,0.0,0.0,11,2020
2020-11-20,7.8,37.9,40.0,2.0,0.0,11,2020
2020-11-21,0.0,6.0,0.0,0.0,0.0,11,2020
2020-11-22,0.0,0.0,0.0,0.0,0.0,11,2020
2020-11-23,0.0,0.0,0.0,0.0,0.0,11,2020
2020-11-24,0.0,0.0,0.0,0.0,0.0,11,2020
2020-11-25,0.0,0.0,0.0,0.0,0.0,11,2020
2020-11-26,24.0,0.0,0.0,2.4,0.0,11,2020
2020-11-27,3.0,17.2,1.0,2.0,0.0,11,2020
2020-11-28,6.2,7.0,16.0,8.4,0.0,11,2020
2020-11-29,28.0,17.0,65.0,20.0,0.0,11,2020
2020-11-30,2.8,7.800000000000001,86.0,0.0,0.0,11,2020
2020-12-01,38.0,6.2,55.0,2.6,0.0,12,2020
2020-12-02,5.2,6.0,69.0,8.8,0.0,12,2020
2020-12-03,0.0,15.0,0.0,8.4,0.0,12,2020
2020-12-04,3.8,70.4,6.0,0.0,0.0,12,2020
2020-12-05,10.8,53.2,36.6,10.4,0.0,12,2020
2020-12-06,34.6,2.0,120.2,10.8,0.0,12,2020
2020-12-07,8.4,31.0,8.1,11.0,0.0,12,2020
2020-12-08,11.7,13.6,11.3,7.0,6.2,12,2020
2020-12-09,0.4,0.0,10.2,7.0,3.0,12,2020
2020-12-10,9.2,2.0,2.1,0.0,0.0,12,2020
2020-12-11,46.400000000000006,23.8,64.2,2.4,0.4,12,2020
2020-12-12,27.4,5.800000000000001,3.0,0.0,0.2,12,2020
2020-12-13,4.0,17.2,20.1,8.2,4.2,12,2020
2020-12-14,2.8,5.8,1.0,0.0,0.0,12,2020
2020-12-15,3.0,12.6,11.2,0.0,0.0,12,2020
2020-12-16,4.2,94.6,6.1,0.0,0.0,12,2020
2020-12-17,4.0,15.2,3.2,0.0,0.0,12,2020
2020-12-18,8.6,0.0,0.0,3.8,2.0,12,2020
2020-12-19,0.0,0.0,0.0,0.0,0.0,12,2020
2020-12-20,0.0,6.4,0.0,0.0,2.0,12,2020
2020-12-21,24.2,16.8,24.2,2.0,0.0,12,2020
2020-12-22,2.0,29.4,31.2,24.2,0.0,12,2020
2020-12-23,6.9,29.6,16.799999999999997,16.6,0.0,12,2020
2020-12-24,0.1,8.8,0.0,0.0,0.0,12,2020
2020-12-25,1.9,0.0,1.6,0.0,0.0,12,2020
2020-12-26,18.4,20.8,35.4,3.7,0.0,12,2020
2020-12-27,33.3,13.6,29.0,28.0,22.0,12,2020
2020-12-28,8.799999999999999,43.0,22.0,12.0,6.0,12,2020
2020-12-29,1.8,14.0,1.2,2.0,0.0,12,2020
2020-12-30,0.1,10.78,0.2,8.0,4.0,12,2020
2020-12-31,29.3,24.4,64.4,2.0,0.0,12,2020
2020-01-01,6.4,57.6,24.0,14.0,2.0,1,2021
2020-01-02,1.8,16.6,0.0,0.0,0.0,1,2021
2020-01-03,21.9,20.4,37.0,0.0,0.0,1,2021
2020-01-04,1.8,1.8,1.8,0.0,0.0,1,2021
2020-01-05,48.5,34.6,9.8,0.0,0.0,1,2021
2020-01-06,2.9,26.2,67.0,0.0,0.0,1,2021
2020-01-07,39.0,31.6,49.8,0.0,0.0,1,2021
2020-01-08,10.9,6.2,13.4,0.0,0.0,1,2021
2020-01-09,2.2,0.0,1.0,0.0,0.0,1,2021
2020-01-10,16.0,0.8,68.0,0.0,0.0,1,2021
2020-01-11,4.0,0.0,7.4,0.0,0.0,1,2021
2020-01-12,0.0,42.2,6.0,0.0,0.0,1,2021
2020-01-13,7.1,25.0,3.8,0.0,0.0,1,2021
2020-01-14,9.3,25.200000000000003,38.4,0.0,0.0,1,2021
2020-01-15,32.0,24.6,51.4,0.0,0.0,1,2021
2020-01-16,0.9,7.2,0.0,0.0,0.0,1,2021
2020-01-17,46.0,25.8,22.0,0.0,0.0,1,2021
2020-01-18,14.1,3.2,32.2,0.0,0.0,1,2021
2020-01-19,38.2,30.6,19.6,0.0,0.0,1,2021
2020-01-20,6.2,6.2,5.6,0.0,0.0,1,2021
2020-01-21,0.0,0.4,0.0,0.0,0.0,1,2021
2020-01-22,0.0,0.0,0.0,0.0,0.0,1,2021
2020-01-23,0.0,0.0,0.0,0.0,0.0,1,2021
2020-01-24,0.0,14.2,2.0,0.0,0.0,1,2021
2020-01-25,3.0,8.200000000000001,11.4,0.0,0.0,1,2021
2020-01-26,16.4,6.8,18.8,0.0,0.0,1,2021
2020-01-27,2.0,9.0,6.0,0.0,0.0,1,2021
2020-01-28,5.6,0.0,4.8,0.0,0.0,1,2021
2020-01-29,12.2,0.0,32.2,0.0,0.0,1,2021
2020-01-30,4.0,0.0,0.0,0.0,0.0,1,2021
2020-01-31,22.0,0.0,0.0,0.0,0.0,1,2021
2021-02-01,0.0,0.0,0.0,0.0,2.0,2,2021
2021-02-02,0.0,0.0,0.0,6.2,0.0,2,2021
2021-02-03,0.0,0.0,0.0,18.6,9.2,2,2021
2021-02-04,0.0,0.0,54.8,16.4,2.6,2,2021
2021-02-05,0.0,0.0,0.1,16.0,18.6,2,2021
2021-02-06,0.0,0.0,17.7,2.0,9.2,2,2021
2021-02-07,0.0,0.0,10.0,0.0,0.0,2,2021
2021-02-08,0.0,0.0,37.1,22.06,4.8,2,2021
2021-02-09,0.0,0.0,0.0,18.6,0.0,2,2021
2021-02-10,0.0,0.0,40.2,19.2,12.8,2,2021
2021-02-11,0.0,0.0,9.0,39.4,16.4,2,2021
2021-02-12,0.0,0.0,9.3,12.8,12.0,2,2021
2021-02-13,0.0,0.0,23.7,2.6,2.6,2,2021
2021-02-14,0.0,23.9,0.0,0.0,22.0,2,2021
2021-02-15,0.0,59.8,13.6,2.6,12.0,2,2021
2021-02-16,0.0,4.0,2.0,12.6,18.4,2,2021
2021-02-17,0.0,10.4,5.3,2.0,8.4,2,2021
2021-02-18,0.0,6.4,12.4,0.0,0.0,2,2021
2021-02-19,0.0,5.2,6.3,4.6,12.4,2,2021
2021-02-20,0.0,17.4,1.0,8.6,2.8,2,2021
2021-02-21,0.0,8.6,3.0,16.2,8.8,2,2021
2021-02-22,0.0,36.6,1.5,12.4,6.2,2,2021
2021-02-23,0.0,24.8,5.6,2.4,2.0,2,2021
2021-02-24,0.0,21.6,0.0,12.0,8.2,2,2021
2021-02-25,0.0,0.4,4.4,14.6,0.0,2,2021
2021-02-26,0.0,27.2,0.0,0.0,0.0,2,2021
2021-02-27,0.0,106.2,19.4,12.8,8.2,2,2021
2021-02-28,0.0,0.6,2.0,12.6,11.2,2,2021
2021-03-01,0.0,0.0,0.0,0.0,0.0,3,2021
2021-04-01,0.0,11.6,8.0,18.2,12.0,4,2021
2021-04-02,0.0,0.0,0.2,12.2,2.6,4,2021
2021-04-03,0.0,10.4,17.2,4.2,2.0,4,2021
2021-04-04,0.0,8.8,18.6,46.0,18.6,4,2021
2021-04-05,0.0,0.0,1.2000000000000002,6.8,4.6,4,2021
