FECHA,KITENI,PS#1,PS#2,PS#3,PS#4
2012-05-18,22.5,60.3,0.6,2.4,0.0
2012-05-19,4.01,36.1,3.64,2.38,0.0
2012-05-20,4.01,12.4,3.64,2.38,0.0
2012-05-21,1.0,23.2,6.2,2.38,0.0
2012-05-22,2.0,20.2,3.64,7.0,0.0
2012-05-23,2.5,12.8,36.0,2.9,0.0
2012-05-24,1.0,10.2,3.64,2.2,0.0
2012-05-25,25.5,26.8,1.6,1.0,0.0
2012-05-26,4.01,9.22,3.64,2.38,0.0
2012-05-27,0.2,10.2,0.4,2.38,0.0
2012-05-28,4.01,9.22,3.64,2.38,0.0
2012-05-29,4.01,9.22,3.64,2.38,0.0
2012-05-30,4.01,9.22,3.64,2.38,0.0
2012-05-31,1.0,13.2,21.8,3.2,0.0
2012-06-01,1.5,29.1,2.37,1.18,0.0
2012-06-02,3.01,2.9,2.37,1.18,0.0
2012-06-03,0.8,2.9,2.37,1.18,0.0
2012-06-04,3.01,2.9,2.37,1.18,0.0
2012-06-05,3.01,14.2,2.37,1.18,0.0
2012-06-06,8.2,17.5,0.5,1.18,0.0
2012-06-07,6.4,22.2,17.3,11.2,0.0
2012-06-08,4.0,2.9,0.4,7.0,0.0
2012-06-09,3.01,2.9,2.37,1.18,0.0
2012-06-10,3.01,2.9,2.37,1.18,0.0
2012-06-11,0.3,2.9,2.37,1.18,0.0
2012-06-12,0.3,2.9,2.37,1.18,0.0
2012-06-13,3.01,0.2,2.37,1.18,0.0
2012-06-14,3.01,0.1,2.37,1.18,0.0
2012-06-15,3.01,2.9,2.37,1.18,0.0
2012-06-16,3.01,2.9,2.37,1.18,0.0
2012-06-17,3.01,2.9,2.37,1.18,0.0
2012-06-18,9.5,0.2,0.3,1.18,0.0
2012-06-19,3.01,2.9,2.37,1.18,0.0
2012-06-20,3.01,2.9,2.37,1.18,0.0
2012-06-21,3.01,2.9,0.4,1.18,0.0
2012-06-22,3.01,2.9,0.4,1.18,0.0
2012-06-23,29.8,2.9,26.0,2.0,0.0
2012-06-24,26.0,2.9,2.7,12.2,0.0
2012-06-25,3.01,2.9,2.3,1.18,0.0
2012-06-26,3.01,2.9,7.4,2.0,0.0
2012-06-27,3.01,2.9,2.37,1.0,0.0
2012-06-28,3.5,1.4,4.4,1.18,0.0
2012-06-29,3.01,2.9,6.7,1.18,0.0
2012-06-30,3.01,0.2,2.3,1.18,0.0
2012-07-01,0.49,0.4,1.88,0.73,0.0
2012-07-02,0.49,2.95,1.88,0.73,0.0
2012-07-03,0.49,9.0,2.4,0.73,0.0
2012-07-04,0.49,5.4,16.7,0.73,0.0
2012-07-05,0.49,6.0,4.4,0.73,0.0
2012-07-06,0.49,2.95,9.6,0.73,0.0
2012-07-07,0.49,22.2,5.3,0.8,0.0
2012-07-08,7.3,15.8,8.8,15.9,0.0
2012-07-09,0.49,2.95,0.4,0.73,0.0
2012-07-10,0.49,2.95,0.1,0.73,0.0
2012-07-11,0.49,2.95,1.88,0.73,0.0
2012-07-12,0.49,2.95,0.2,0.73,0.0
2012-07-13,0.49,2.95,1.88,0.73,0.0
2012-07-14,0.49,2.95,1.88,0.73,0.0
2012-07-15,0.49,2.95,1.88,0.73,0.0
2012-07-16,0.49,2.95,1.88,0.73,0.0
2012-07-17,0.49,27.3,1.88,0.73,0.0
2012-07-18,0.49,4.6,6.4,0.73,0.0
2012-07-19,0.49,0.5,1.88,5.0,0.0
2012-07-20,0.49,2.95,1.88,0.73,0.0
2012-07-21,0.49,2.95,1.88,0.73,0.0
2012-07-22,1.0,2.95,1.88,0.73,0.0
2012-07-23,0.49,0.4,1.88,0.73,0.0
2012-07-24,0.49,2.95,1.88,0.73,0.0
2012-07-25,0.49,2.95,1.88,0.73,0.0
2012-07-26,0.49,2.95,1.88,0.73,0.0
2012-07-27,0.49,2.95,1.88,0.73,0.0
2012-07-28,0.49,2.95,1.88,0.73,0.0
2012-07-29,0.49,2.95,1.88,0.73,0.0
2012-07-30,7.0,2.95,4.2,1.0,0.0
2012-07-31,0.49,2.95,1.88,0.73,0.0
2012-08-01,1.103,2.27,1.27,1.62,0.0
2012-08-02,1.103,2.27,1.27,1.62,0.0
2012-08-03,1.103,2.27,1.27,1.62,0.0
2012-08-04,1.103,2.27,1.27,1.62,0.0
2012-08-05,1.103,24.0,1.27,0.1,0.0
2012-08-06,1.103,2.27,1.27,1.0,0.0
2012-08-07,1.103,2.27,1.27,1.62,0.0
2012-08-08,1.103,2.27,1.27,1.62,0.0
2012-08-09,1.103,2.27,1.27,1.62,0.0
2012-08-10,1.103,2.27,1.27,1.62,0.0
2012-08-11,1.103,2.27,1.27,1.62,0.0
2012-08-12,1.103,2.27,1.27,1.62,0.0
2012-08-13,1.103,5.4,1.27,1.62,0.0
2012-08-14,1.103,2.27,1.27,1.62,0.0
2012-08-15,1.103,2.27,1.27,1.62,0.0
2012-08-16,1.103,2.27,0.4,1.62,0.0
2012-08-17,1.103,2.27,7.2,1.62,0.0
2012-08-18,1.0,2.27,2.2,1.62,0.0
2012-08-19,1.103,2.27,2.2,1.0,0.0
2012-08-20,1.103,2.27,1.27,1.62,0.0
2012-08-21,1.103,2.27,1.27,1.62,0.0
2012-08-22,1.103,12.0,1.27,4.0,0.0
2012-08-23,1.103,2.27,1.27,1.62,0.0
2012-08-24,1.103,2.27,1.27,1.62,0.0
2012-08-25,33.2,44.5,27.4,42.0,0.0
2012-08-26,1.103,2.27,1.27,1.62,0.0
2012-08-27,1.103,2.27,1.27,1.2,0.0
2012-08-28,1.103,2.27,1.27,1.62,0.0
2012-08-29,1.103,2.27,1.27,1.0,0.0
2012-08-30,1.103,2.27,1.27,1.62,0.0
2012-08-31,1.103,2.27,1.27,1.62,0.0
2012-09-01,1.46,1.08,1.45,2.52,0.0
2012-09-02,1.46,1.08,1.45,2.52,0.0
2012-09-03,1.46,1.08,1.45,2.52,0.0
2012-09-04,1.46,1.08,1.45,8.0,0.0
2012-09-05,1.46,1.08,1.45,2.52,0.0
2012-09-06,1.46,1.08,1.45,2.52,0.0
2012-09-07,1.46,1.08,1.45,2.52,0.0
2012-09-08,8.0,1.08,25.2,2.52,0.0
2012-09-09,27.8,1.08,2.2,2.52,0.0
2012-09-10,2.0,1.08,1.45,2.52,0.0
2012-09-11,1.46,1.08,1.45,2.52,0.0
2012-09-12,1.46,1.08,1.45,2.52,0.0
2012-09-13,6.0,24.4,5.2,21.2,0.0
2012-09-14,1.46,1.08,1.45,2.52,0.0
2012-09-15,1.46,1.08,1.45,2.52,0.0
2012-09-16,1.46,1.08,1.45,2.52,0.0
2012-09-17,1.46,6.2,1.45,2.52,0.0
2012-09-18,1.46,1.08,1.45,2.52,0.0
2012-09-19,1.46,1.08,1.45,2.52,0.0
2012-09-20,1.46,2.0,1.45,2.52,0.0
2012-09-21,1.46,1.08,1.45,2.52,0.0
2012-09-22,1.46,1.08,1.45,3.6,0.0
2012-09-23,1.46,1.08,4.3,2.52,0.0
2012-09-24,1.46,1.08,1.45,2.52,0.0
2012-09-25,1.46,1.08,4.0,2.52,0.0
2012-09-26,1.46,1.08,1.45,31.0,0.0
2012-09-27,1.46,1.08,1.3,2.52,0.0
2012-09-28,1.46,1.08,1.45,2.52,0.0
2012-09-29,1.46,1.08,1.3,12.0,0.0
2012-09-30,1.46,1.08,1.45,2.52,0.0
2012-10-01,0.8,11.02,0.55,2.24,0.0
2012-10-02,0.8,11.02,0.55,2.24,0.0
2012-10-03,0.8,21.2,0.55,2.24,0.0
2012-10-04,0.8,56.2,0.55,2.24,0.0
2012-10-05,25.0,39.0,17.3,2.24,0.0
2012-10-06,0.8,11.02,0.55,2.24,0.0
2012-10-07,0.8,0.4,0.55,2.24,0.0
2012-10-08,0.8,11.02,0.55,2.24,0.0
2012-10-09,0.8,15.2,0.55,2.24,0.0
2012-10-10,0.8,1.6,0.55,2.24,0.0
2012-10-11,0.8,15.2,0.55,2.24,0.0
2012-10-12,0.8,11.02,0.55,2.24,0.0
2012-10-13,0.8,11.02,0.55,2.24,0.0
2012-10-14,0.8,11.02,0.55,2.24,0.0
2012-10-15,0.8,11.02,0.55,1.0,0.0
2012-10-16,0.8,11.02,0.55,2.24,0.0
2012-10-17,0.8,30.0,0.55,5.6,0.0
2012-10-18,0.8,1.4,0.55,12.2,0.0
2012-10-19,0.8,17.2,0.55,1.3,0.0
2012-10-20,0.8,9.2,0.55,2.24,0.0
2012-10-21,0.8,11.02,0.55,2.24,0.0
2012-10-22,0.8,11.02,0.55,7.0,0.0
2012-10-23,0.8,26.2,0.55,2.24,0.0
2012-10-24,0.8,89.0,0.55,4.1,0.0
2012-10-25,0.8,0.3,0.55,16.2,0.0
2012-10-26,0.8,11.02,0.55,1.3,0.0
2012-10-27,0.8,11.02,0.55,11.1,0.0
2012-10-28,0.8,0.4,0.55,1.0,0.0
2012-10-29,0.8,2.1,0.55,7.8,0.0
2012-10-30,0.8,16.0,0.55,2.24,0.0
2012-10-31,0.8,1.1,0.55,1.0,0.0
2012-11-01,0.0,12.4,0.0,14.2,0.0
2012-11-02,0.0,6.6,0.0,2.0,0.0
2012-11-03,0.0,3.8,0.0,5.6,0.0
2012-11-04,0.0,14.74,0.0,1.1,0.0
2012-11-05,0.0,26.0,0.0,9.0,0.0
2012-11-06,0.0,78.0,0.0,7.3,0.0
2012-11-07,0.0,2.7,0.0,10.3,0.0
2012-11-08,0.0,7.3,0.0,1.4,0.0
2012-11-09,0.0,0.1,0.0,2.35,0.0
2012-11-10,0.0,3.7,0.0,2.35,0.0
2012-11-11,0.0,2.3,0.0,2.35,0.0
2012-11-12,0.0,38.9,0.0,19.4,0.0
2012-11-13,0.0,18.4,0.0,2.35,0.0
2012-11-14,0.0,41.4,0.0,0.3,0.0
2012-11-15,0.0,0.5,0.0,2.35,0.0
2012-11-16,0.0,0.6,0.0,2.35,0.0
2012-11-17,0.0,14.74,0.0,2.35,0.0
2012-11-18,0.0,0.7,0.0,2.35,0.0
2012-11-19,0.0,0.8,0.0,2.35,0.0
2012-11-20,0.0,102.6,0.0,2.35,0.0
2012-11-21,0.0,7.4,0.0,2.35,0.0
2012-11-22,0.0,1.4,0.0,2.35,0.0
2012-11-23,0.0,2.0,0.0,2.35,0.0
2012-11-24,0.0,76.6,0.0,2.35,0.0
2012-11-25,0.0,0.6,0.0,2.35,0.0
2012-11-26,0.0,0.4,0.0,2.35,0.0
2012-11-27,0.0,3.8,0.0,2.35,0.0
2012-11-28,0.0,0.7,0.0,2.35,0.0
2012-11-29,0.0,2.5,0.0,2.35,0.0
2012-11-30,0.0,14.74,0.0,2.35,0.0
2012-12-01,0.0,5.4,0.0,11.65,0.0
2012-12-02,0.0,26.6,0.0,11.65,0.0
2012-12-03,0.0,28.4,0.0,11.65,0.0
2012-12-04,0.0,7.5,0.0,2.6,0.0
2012-12-05,0.0,6.2,0.0,20.6,0.0
2012-12-06,0.0,22.4,0.0,4.8,0.0
2012-12-07,0.0,19.3,0.0,2.8,0.0
2012-12-08,0.0,3.5,0.0,2.6,0.0
2012-12-09,0.0,5.6,0.0,24.6,0.0
2012-12-10,0.0,145.5,0.0,3.0,0.0
2012-12-11,0.0,14.2,0.0,6.2,0.0
2012-12-12,0.0,94.8,0.0,14.6,0.0
2012-12-13,0.0,25.5,0.0,15.2,0.0
2012-12-14,0.0,2.3,0.0,0.2,0.0
2012-12-15,0.0,34.3,0.0,0.8,0.0
2012-12-16,0.0,3.4,0.0,21.0,0.0
2012-12-17,0.0,4.0,0.0,6.0,0.0
2012-12-18,0.0,28.29,0.0,54.8,0.0
2012-12-19,0.0,2.0,0.0,6.2,0.0
2012-12-20,0.0,27.4,0.0,2.9,0.0
2012-12-21,0.0,158.0,0.0,2.8,0.0
2012-12-22,0.0,36.4,0.0,18.4,0.0
2012-12-23,0.0,28.29,0.0,38.0,0.0
2012-12-24,0.0,1.2,0.0,8.0,0.0
2012-12-25,0.0,27.6,0.0,11.65,0.0
2012-12-26,0.0,42.0,0.0,11.65,0.0
2012-12-27,0.0,11.0,0.0,11.65,0.0
2012-12-28,0.0,42.0,0.0,50.0,0.0
2012-12-29,0.0,22.0,0.0,27.8,0.0
2012-12-30,0.0,14.6,0.0,9.6,0.0
2012-12-31,0.0,15.8,0.0,6.0,0.0
2013-01-01,0.0,3.0,3.05,0.4,0.0
2013-01-02,0.0,18.6,3.05,4.6,0.0
2013-01-03,0.0,0.2,3.05,2.8,0.0
2013-01-04,0.0,94.4,3.05,6.2,0.0
2013-01-05,0.0,21.0,3.05,4.2,0.0
2013-01-06,0.0,0.4,3.05,3.4,0.0
2013-01-07,0.0,27.4,3.05,24.2,0.0
2013-01-08,0.0,3.2,3.05,2.2,0.0
2013-01-09,0.0,5.4,3.05,3.0,0.0
2013-01-10,0.0,3.2,41.0,2.2,0.0
2013-01-11,0.0,4.2,3.05,3.6,0.0
2013-01-12,0.0,2.2,3.05,3.6,0.0
2013-01-13,0.0,0.2,3.05,0.4,0.0
2013-01-14,0.0,11.93,3.05,1.8,0.0
2013-01-15,0.0,11.93,4.4,3.6,0.0
2013-01-16,0.0,4.4,6.4,3.6,0.0
2013-01-17,0.0,4.4,1.4,3.6,0.0
2013-01-18,0.0,34.4,3.05,0.2,0.0
2013-01-19,0.0,26.4,3.05,3.0,0.0
2013-01-20,0.0,45.2,3.05,0.4,0.0
2013-01-21,0.0,7.8,25.2,12.8,0.0
2013-01-22,0.0,9.0,3.05,13.4,0.0
2013-01-23,0.0,11.93,3.05,0.2,0.0
2013-01-24,0.0,11.93,0.4,3.6,0.0
2013-01-25,0.0,11.93,3.05,5.5,0.0
2013-01-26,0.0,9.8,4.4,3.3,0.0
2013-01-27,0.0,11.93,0.6,3.6,0.0
2013-01-28,0.0,11.93,2.2,3.2,0.0
2013-01-29,0.0,18.4,2.4,1.0,0.0
2013-01-30,0.0,11.93,3.05,5.1,0.0
2013-01-31,0.0,26.8,6.4,8.1,0.0
2013-02-01,0.0,9.0,10.2,14.0,0.0
2013-02-02,0.0,98.0,8.8,0.6,0.0
2013-02-03,0.0,11.2,22.6,2.0,0.0
2013-02-04,0.0,13.0,2.7,23.6,0.0
2013-02-05,0.0,2.2,4.8,33.0,0.0
2013-02-06,0.0,20.32,17.21,2.0,0.0
2013-02-07,0.0,34.8,24.8,5.4,0.0
2013-02-08,0.0,1.0,4.4,20.4,0.0
2013-02-09,0.0,3.6,10.0,1.4,0.0
2013-02-10,0.0,22.0,19.12,21.4,0.0
2013-02-11,0.0,29.8,48.84,8.8,0.0
2013-02-12,0.0,29.6,40.2,10.6,0.0
2013-02-13,0.0,15.2,43.3,13.6,0.0
2013-02-14,0.0,139.4,19.4,22.0,0.0
2013-02-15,0.0,9.8,0.6,3.2,0.0
2013-02-16,0.0,1.6,3.8,3.2,0.0
2013-02-17,0.0,15.2,0.2,2.2,0.0
2013-02-18,0.0,4.4,4.0,1.6,0.0
2013-02-19,0.0,2.2,55.9,17.4,0.0
2013-02-20,0.0,8.4,1.2,0.2,0.0
2013-02-21,0.0,23.4,0.6,10.2,0.0
2013-02-22,0.0,21.8,17.2,35.6,0.0
2013-02-23,0.0,1.0,6.6,4.0,0.0
2013-02-24,0.0,9.2,17.21,2.4,0.0
2013-02-25,0.0,12.2,79.8,1.0,0.0
2013-02-26,0.0,26.4,17.21,3.6,0.0
2013-02-27,0.0,20.4,24.0,0.2,0.0
2013-02-28,0.0,4.4,29.0,9.41,0.0
2013-03-01,0.0,17.12,25.0,8.83,0.0
2013-03-02,0.0,17.12,2.3,9.0,0.0
2013-03-03,0.0,28.0,8.0,7.0,0.0
2013-03-04,0.0,31.4,1.04,14.0,0.0
2013-03-05,0.0,17.12,11.89,3.0,0.0
2013-03-06,0.0,46.3,54.02,8.6,0.0
2013-03-07,0.0,36.1,28.0,15.7,0.0
2013-03-08,0.0,0.3,0.2,8.83,0.0
2013-03-09,0.0,1.4,6.32,2.9,0.0
2013-03-10,0.0,0.0,56.0,9.2,0.0
2013-03-11,0.0,5.6,8.03,6.7,0.0
2013-03-12,0.0,12.4,11.89,8.83,0.0
2013-03-13,0.0,1.2,7.1,7.1,0.0
2013-03-14,0.0,2.0,5.7,9.8,0.0
2013-03-15,0.0,39.4,4.0,13.3,0.0
2013-03-16,0.0,70.6,0.3,9.9,0.0
2013-03-17,0.0,9.9,65.3,24.8,0.0
2013-03-18,0.0,118.3,1.5,8.8,0.0
2013-03-19,0.0,25.2,3.7,9.0,0.0
2013-03-20,0.0,9.8,16.4,1.4,0.0
2013-03-21,0.0,1.0,5.2,0.6,0.0
2013-03-22,0.0,10.8,20.0,43.4,0.0
2013-03-23,0.0,35.0,0.4,0.6,0.0
2013-03-24,0.0,13.8,4.0,0.4,0.0
2013-03-25,0.0,3.4,8.0,0.2,0.0
2013-03-26,0.0,25.0,20.4,36.6,0.0
2013-03-27,0.0,17.12,14.6,4.6,0.0
2013-03-28,0.0,17.12,11.89,11.0,0.0
2013-03-29,0.0,17.12,11.89,15.0,0.0
2013-03-30,0.0,17.12,11.89,0.6,0.0
2013-03-31,0.0,17.12,3.1,0.8,0.0
2013-04-01,0.0,8.26,9.8,10.8,0.0
2013-04-02,0.0,55.4,26.4,0.6,0.0
2013-04-03,0.0,8.26,0.2,2.2,0.0
2013-04-04,0.0,31.0,62.0,2.2,0.0
2013-04-05,0.0,8.26,1.4,1.2,0.0
2013-04-06,0.0,17.4,9.3,0.8,0.0
2013-04-07,0.0,2.3,7.3,0.8,0.0
2013-04-08,0.0,14.4,7.35,0.6,0.0
2013-04-09,0.0,5.3,46.0,15.0,0.0
2013-04-10,0.0,8.26,0.0,1.6,0.0
2013-04-11,0.0,3.0,2.4,0.4,0.0
2013-04-12,0.0,8.26,0.6,1.75,0.0
2013-04-13,0.0,4.1,21.0,2.4,0.0
2013-04-14,0.0,100.0,13.0,1.2,0.0
2013-04-15,0.0,0.1,2.0,0.4,0.0
2013-04-16,0.0,1.2,0.8,1.75,0.0
2013-04-17,0.0,6.2,3.6,5.0,0.0
2013-04-18,0.0,8.26,7.35,1.75,0.0
2013-04-19,0.0,8.26,7.35,1.75,0.0
2013-04-20,0.0,8.26,7.35,1.75,0.0
2013-04-21,0.0,8.26,7.35,1.75,0.0
2013-04-22,0.0,8.26,7.35,1.75,0.0
2013-04-23,0.0,8.26,7.35,1.75,0.0
2013-04-24,0.0,8.26,7.35,4.8,0.0
2013-04-25,0.0,8.26,7.35,1.0,0.0
2013-04-26,0.0,8.26,7.35,1.1,0.0
2013-04-27,0.0,8.26,7.35,0.2,0.0
2013-04-28,0.0,8.26,7.35,0.0,0.0
2013-04-29,0.0,7.4,14.8,0.2,0.0
2013-04-30,0.0,8.26,7.35,0.2,0.0
2013-05-01,0.0,8.2,2.54,2.57,0.88
2013-05-02,0.0,8.2,2.54,2.57,0.88
2013-05-03,0.0,8.2,2.54,2.57,0.88
2013-05-04,0.0,37.3,2.54,2.57,0.88
2013-05-05,0.0,82.2,2.54,2.57,0.88
2013-05-06,0.0,8.2,2.54,1.0,0.88
2013-05-07,0.0,14.2,2.54,1.0,0.88
2013-05-08,0.0,0.1,2.54,0.4,0.88
2013-05-09,0.0,8.2,2.54,0.4,0.88
2013-05-10,0.0,8.2,2.54,2.57,0.88
2013-05-11,0.0,9.1,2.54,2.57,0.88
2013-05-12,0.0,32.8,29.0,2.57,0.88
2013-05-13,0.0,0.2,2.54,2.57,0.88
2013-05-14,0.0,8.2,2.54,4.0,0.88
2013-05-15,0.0,8.2,2.54,3.0,0.88
2013-05-16,0.0,8.2,2.54,1.8,0.88
2013-05-17,0.0,29.7,2.1,26.4,8.4
2013-05-18,0.0,0.2,23.6,31.2,13.0
2013-05-19,0.0,6.3,7.2,1.6,4.4
2013-05-20,0.0,3.5,1.9,2.8,1.2
2013-05-21,0.0,8.2,0.6,0.4,0.4
2013-05-22,0.0,8.2,1.4,2.57,0.88
2013-05-23,0.0,1.0,0.2,2.57,0.88
2013-05-24,0.0,12.3,0.0,5.0,0.88
2013-05-25,0.0,8.2,8.7,0.2,0.88
2013-05-26,0.0,8.2,1.6,0.5,0.88
2013-05-27,0.0,8.2,0.4,2.57,0.88
2013-05-28,0.0,8.2,2.54,2.57,0.88
2013-05-29,0.0,2.2,2.54,2.57,0.88
2013-05-30,0.0,3.3,0.1,2.57,0.88
2013-05-31,0.0,20.1,2.2,2.57,0.88
2013-06-01,0.0,2.1,68.5,1.83,1.42
2013-06-02,0.0,8.19,0.4,1.83,1.42
2013-06-03,0.0,8.19,3.2,1.83,1.42
2013-06-04,0.0,45.0,36.4,1.83,1.42
2013-06-05,0.0,8.19,14.1,1.83,1.42
2013-06-06,0.0,25.1,3.3,8.6,10.0
2013-06-07,0.0,0.0,2.3,1.8,2.0
2013-06-08,0.0,1.0,19.3,18.6,8.5
2013-06-09,0.0,8.19,2.0,0.2,0.2
2013-06-10,0.0,8.19,1.2,1.83,1.42
2013-06-11,0.0,8.19,2.1,0.2,0.2
2013-06-12,0.0,2.1,3.2,8.0,4.0
2013-06-13,0.0,60.1,3.3,4.0,3.8
2013-06-14,0.0,8.19,6.73,1.83,1.42
2013-06-15,0.0,8.19,0.2,1.83,1.42
2013-06-16,0.0,8.19,0.2,1.83,1.42
2013-06-17,0.0,6.0,1.2,1.2,5.6
2013-06-18,0.0,58.1,7.1,3.0,4.0
2013-06-19,0.0,8.19,7.4,1.83,1.0
2013-06-20,0.0,8.19,2.6,6.4,1.42
2013-06-21,0.0,8.19,2.1,1.83,1.42
2013-06-22,0.0,8.19,0.1,1.83,1.5
2013-06-23,0.0,8.19,6.73,3.0,1.8
2013-06-24,0.0,21.3,1.0,1.83,1.42
2013-06-25,0.0,8.19,1.0,1.83,1.42
2013-06-26,0.0,6.3,0.2,1.83,1.42
2013-06-27,0.0,3.1,0.3,1.83,1.42
2013-06-28,0.0,8.19,0.2,1.83,1.42
2013-06-29,0.0,4.2,0.3,1.83,1.42
2013-06-30,0.0,11.4,18.8,1.83,1.42
2013-07-01,0.0,0.1,5.36,2.82,0.84
2013-07-02,0.0,2.0,0.8,2.82,0.84
2013-07-03,0.0,4.61,13.8,1.0,2.2
2013-07-04,0.0,2.0,12.0,2.82,0.84
2013-07-05,0.0,30.0,26.2,2.82,0.3
2013-07-06,0.0,4.61,1.0,2.82,0.84
2013-07-07,0.0,4.61,0.2,2.82,0.84
2013-07-08,0.0,3.3,13.8,0.2,3.3
2013-07-09,0.0,4.61,5.36,2.82,0.84
2013-07-10,0.0,0.2,7.6,2.82,0.84
2013-07-11,0.0,4.61,1.5,2.82,0.84
2013-07-12,0.0,4.61,5.36,2.82,0.84
2013-07-13,0.0,103.1,77.8,2.0,2.0
2013-07-14,0.0,0.2,1.4,2.82,0.84
2013-07-15,0.0,4.61,1.2,26.4,9.0
2013-07-16,0.0,4.61,0.3,0.2,0.2
2013-07-17,0.0,4.61,5.36,2.82,0.84
2013-07-18,0.0,4.61,5.36,2.82,0.84
2013-07-19,0.0,4.61,5.36,2.82,0.84
2013-07-20,0.0,4.61,5.36,2.82,0.84
2013-07-21,0.0,0.2,5.36,1.2,0.8
2013-07-22,0.0,0.3,5.36,0.8,0.6
2013-07-23,0.0,0.3,0.3,2.0,1.6
2013-07-24,0.0,0.4,5.36,0.2,0.2
2013-07-25,0.0,0.2,5.36,53.6,6.0
2013-07-26,0.0,0.3,5.36,2.82,0.84
2013-07-27,0.0,0.1,5.36,2.82,0.84
2013-07-28,0.0,4.61,5.36,2.82,0.84
2013-07-29,0.0,0.2,5.36,2.82,0.84
2013-07-30,0.0,0.1,5.36,2.82,0.84
2013-07-31,0.0,0.1,8.5,2.82,0.84
2013-08-01,0.0,9.69,2.61,2.01,2.32
2013-08-02,0.0,0.1,2.61,2.01,2.32
2013-08-03,0.0,9.69,2.61,2.01,2.32
2013-08-04,0.0,9.69,2.61,2.01,2.32
2013-08-05,0.0,9.69,2.61,4.0,4.0
2013-08-06,0.0,9.69,2.61,2.01,2.32
2013-08-07,0.0,9.0,2.61,2.01,2.32
2013-08-08,0.0,9.69,2.61,2.01,2.32
2013-08-09,0.0,9.69,2.3,2.01,2.32
2013-08-10,0.0,105.0,1.6,2.01,2.32
2013-08-11,0.0,0.5,1.3,2.01,2.32
2013-08-12,0.0,0.2,2.61,2.01,2.32
2013-08-13,0.0,0.2,2.61,2.01,2.32
2013-08-14,0.0,65.8,11.6,2.01,2.32
2013-08-15,0.0,1.5,1.5,2.01,2.32
2013-08-16,0.0,9.69,2.61,2.01,2.32
2013-08-17,0.0,9.69,2.61,2.01,2.32
2013-08-18,0.0,9.69,2.61,2.01,2.32
2013-08-19,0.0,9.69,2.61,2.01,2.32
2013-08-20,0.0,9.69,2.61,2.01,2.32
2013-08-21,0.0,9.69,2.61,2.01,2.32
2013-08-22,0.0,7.0,2.61,2.01,2.32
2013-08-23,0.0,0.2,1.0,2.0,2.0
2013-08-24,0.0,52.1,16.3,5.6,6.3
2013-08-25,0.0,58.5,18.3,2.0,3.8
2013-08-26,0.0,0.3,2.61,0.4,0.4
2013-08-27,0.0,9.69,0.2,32.0,12.0
2013-08-28,0.0,0.1,27.0,12.6,18.6
2013-08-29,0.0,9.69,2.61,3.8,25.0
2013-08-30,0.0,9.69,2.61,2.01,2.32
2013-08-31,0.0,9.69,2.61,2.01,2.32
2013-09-01,0.0,2.0,2.0,0.85,0.82
2013-09-02,0.0,2.0,2.0,0.85,0.82
2013-09-03,0.0,2.0,2.0,0.85,0.82
2013-09-04,0.0,2.0,2.0,0.85,0.82
2013-09-05,0.0,2.0,2.0,0.85,0.82
2013-09-06,0.0,2.0,2.0,0.85,0.82
2013-09-07,0.0,2.0,2.0,0.85,0.82
2013-09-08,0.0,44.6,2.0,3.0,3.0
2013-09-09,0.0,1.4,2.0,0.85,0.82
2013-09-10,0.0,1.1,2.3,13.8,5.2
2013-09-11,0.0,2.0,2.0,0.85,0.82
2013-09-12,0.0,2.0,3.0,0.85,0.82
2013-09-13,0.0,2.0,2.0,3.2,5.6
2013-09-14,0.0,2.0,7.2,0.85,0.82
2013-09-15,0.0,1.2,2.0,3.2,2.0
2013-09-16,0.0,2.0,5.1,0.85,0.82
2013-09-17,0.0,2.0,2.0,0.85,0.82
2013-09-18,0.0,9.1,2.4,0.85,0.82
2013-09-19,0.0,2.0,2.0,0.6,6.4
2013-09-20,0.0,2.0,2.3,0.85,0.82
2013-09-21,0.0,2.0,2.3,0.85,0.82
2013-09-22,0.0,2.0,1.3,0.85,0.82
2013-09-23,0.0,2.0,25.5,0.2,0.4
2013-09-24,0.0,0.5,2.4,0.85,0.82
2013-09-25,0.0,2.0,0.2,1.5,2.1
2013-09-26,0.0,2.0,2.0,0.85,0.82
2013-09-27,0.0,2.0,2.0,0.85,0.82
2013-09-28,0.0,0.3,5.4,0.85,0.82
2013-09-29,0.0,2.0,0.5,0.85,0.82
2013-09-30,0.0,2.0,0.1,0.85,0.82
2013-10-01,0.0,22.09,11.8,2.4,6.0
2013-10-02,0.0,12.6,10.17,0.2,0.2
2013-10-03,0.0,22.09,0.3,4.4,3.77
2013-10-04,0.0,5.5,5.0,11.8,7.0
2013-10-05,0.0,125.3,14.4,18.8,4.0
2013-10-06,0.0,2.4,10.8,9.6,11.4
2013-10-07,0.0,0.3,1.0,4.4,3.77
2013-10-08,0.0,37.5,6.4,5.2,6.2
2013-10-09,0.0,0.3,1.0,4.4,3.77
2013-10-10,0.0,0.2,30.1,0.8,0.6
2013-10-11,0.0,17.5,10.17,4.4,3.77
2013-10-12,0.0,33.0,5.2,4.4,3.77
2013-10-13,0.0,2.5,8.2,11.0,6.8
2013-10-14,0.0,2.5,7.2,5.2,4.0
2013-10-15,0.0,10.3,2.8,4.4,3.77
2013-10-16,0.0,0.3,14.2,3.0,3.0
